,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
4662,2013.0,0,1.0,1,0,Zilker,House,Private room,2,1.0,1.0,1.0,Real Bed,7,500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4663,2013.0,0,2.0,1,1,Barton Hills,Apartment,Shared room,2,1.0,1.0,1.0,Couch,12,69.0,1,10.0,1,1,30,60,90,365,6,0,flexible
4664,2014.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,17,259.0,1,0.0,1,1,30,60,90,365,4,0,strict
4665,2015.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,200.0,2,0.0,2,1,23,41,71,71,3,0,flexible
4666,2011.0,0,21.0,1,1,Travis Heights,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,16,168.0,1,0.0,2,1,24,54,84,357,4,0,strict
4667,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,14,275.0,1,0.0,1,1,28,58,88,363,0,0,flexible
4668,2011.0,0,21.0,1,1,Zilker,House,Private room,2,1.0,1.0,1.0,Real Bed,15,199.0,1,0.0,1,1,0,0,0,32,0,0,strict
4669,2010.0,0,2.0,1,1,Zilker,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,17,95.0,2,15.0,2,1,18,48,74,262,55,0,moderate
4671,2013.0,0,1.0,1,0,Bouldin Creek,Apartment,Entire home/apt,6,3.5,2.0,3.0,Real Bed,15,600.0,1,0.0,2,1,29,59,89,364,17,0,strict
4672,2013.0,1,3.0,1,1,Zilker,House,Entire home/apt,11,2.5,3.0,6.0,Real Bed,18,624.0,8,50.0,3,1,18,38,68,321,13,0,strict
4673,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,15,69.0,1,0.0,2,1,18,45,71,346,38,1,flexible
4675,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,7,37,67,342,0,0,flexible
4677,2013.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,19,130.0,4,20.0,2,1,28,54,84,359,2,0,strict
4679,2015.0,0,1.0,1,0,Dawson,House,Entire home/apt,4,2.5,2.0,1.0,Real Bed,18,250.0,1,0.0,2,1,7,20,20,293,0,0,flexible
4680,2013.0,0,1.0,1,0,Zilker,House,Private room,3,1.0,1.0,1.0,Real Bed,16,250.0,2,30.0,1,1,0,0,0,20,1,0,moderate
4682,2012.0,0,1.0,1,1,South Lamar,House,Entire home/apt,8,1.0,3.0,4.0,Real Bed,16,144.0,6,25.0,2,1,14,14,20,292,73,1,moderate
4683,2013.0,0,339.0,1,1,Zilker,House,Entire home/apt,9,2.5,5.0,6.0,Real Bed,10,458.0,1,0.0,2,1,20,50,77,346,22,0,strict
4684,2013.0,0,1.0,1,0,Zilker,House,Entire home/apt,11,3.0,4.0,6.0,Real Bed,18,1150.0,8,50.0,2,1,30,60,90,357,0,0,strict
4685,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,29,59,89,364,0,0,flexible
4686,2010.0,0,1.0,1,1,South First,House,Private room,3,1.0,1.0,1.0,Real Bed,18,95.0,2,100.0,2,1,23,30,41,41,0,0,moderate
4687,2014.0,0,8.0,1,1,Barton Hills,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,17,125.0,1,0.0,2,1,11,32,38,295,7,0,strict
4688,2014.0,0,1.0,1,1,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,15,150.0,3,25.0,1,1,30,60,90,361,18,0,flexible
4689,2012.0,1,1.0,1,0,Barton Hills,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,10,75.0,1,25.0,1,1,6,36,66,341,76,0,moderate
4690,2012.0,0,1.0,1,1,Barton Hills,Treehouse,Entire home/apt,3,1.0,1.0,2.0,Real Bed,8,350.0,1,0.0,1,1,30,60,90,365,1,0,strict
4691,2015.0,0,1.0,1,0,South Congress,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,13,350.0,1,0.0,2,1,0,0,0,21,0,0,flexible
4692,2012.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,10,100.0,1,0.0,1,1,0,0,0,35,25,1,moderate
4693,2013.0,0,5.0,1,1,South Congress,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,9,390.0,1,0.0,3,1,30,60,90,365,0,0,flexible
4694,2013.0,0,1.0,1,1,St. Edwards,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,11,165.0,2,50.0,2,1,0,5,35,310,6,0,strict
4720,2015.0,0,1.0,1,1,Windsor Hills,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,13,30.0,1,20.0,1,1,29,59,89,364,4,0,moderate
4722,2012.0,0,1.0,1,0,Georgian Acres,House,Private room,2,1.0,1.0,1.0,Real Bed,5,500.0,1,0.0,2,1,30,60,90,365,0,0,strict
4723,2015.0,0,1.0,1,0,Copperfield,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,10,300.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4724,2014.0,0,1.0,1,0,Copperfield,House,Private room,2,1.0,1.0,1.0,Real Bed,18,75.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4725,2014.0,0,1.0,1,1,Copperfield,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,9,139.0,1,0.0,2,1,2,14,14,287,6,0,strict
4726,2011.0,0,1.0,1,0,Copperfield,House,Entire home/apt,10,4.0,5.0,4.0,Real Bed,15,550.0,1,0.0,2,1,30,60,90,365,4,0,strict
4728,2013.0,0,1.0,1,0,Copperfield,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,10,150.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4729,2014.0,0,2.0,1,1,Walnut Creek,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,15,40.0,1,0.0,1,1,23,53,83,358,32,0,flexible
4731,2013.0,0,1.0,1,0,Georgian Acres,Apartment,Private room,4,2.0,1.0,2.0,Real Bed,5,350.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4733,2015.0,0,1.0,1,1,Windsor Hills,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,14,125.0,4,10.0,2,1,8,38,68,343,0,1,moderate
4739,2012.0,0,1.0,1,1,Georgian Acres,House,Entire home/apt,10,1.5,4.0,7.0,Real Bed,12,625.0,10,50.0,4,1,30,60,90,365,4,1,strict
4741,2011.0,0,1.0,1,0,Windsor Hills,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,12,295.0,1,0.0,3,1,30,60,90,365,0,0,moderate
4743,2014.0,0,1.0,1,0,Copperfield,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,14,200.0,1,50.0,2,1,29,59,89,364,1,0,flexible
4744,2015.0,0,1.0,1,0,Copperfield,Apartment,Private room,3,1.5,1.0,2.0,Real Bed,7,100.0,1,0.0,1,1,0,0,0,206,0,0,flexible
4745,2015.0,0,1.0,1,0,Windsor Hills,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,39.0,1,0.0,7,1,0,16,16,17,0,0,moderate
4747,2013.0,0,1.0,1,1,Georgian Acres,Apartment,Private room,1,1.0,1.0,1.0,Airbed,10,46.0,1,10.0,1,1,30,60,90,365,0,0,flexible
4748,2013.0,1,4.0,1,1,Walnut Creek,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,18,299.0,1,0.0,2,1,24,54,84,350,43,0,strict
4749,2009.0,1,1.0,1,1,Copperfield,House,Private room,2,1.0,1.0,1.0,Real Bed,15,65.0,2,0.0,1,1,29,59,89,364,77,0,flexible
4752,2011.0,1,1.0,1,1,Windsor Hills,House,Private room,2,1.5,1.0,1.0,Real Bed,23,50.0,1,10.0,1,1,24,38,68,158,24,0,flexible
4755,2013.0,1,32.0,1,1,Hancock,House,Private room,2,3.5,1.0,1.0,Real Bed,11,40.0,1,7.0,27,1,30,60,90,365,3,0,strict
4756,2015.0,0,1.0,1,0,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,10,40.0,1,10.0,1,1,3,17,17,114,0,0,flexible
4757,2014.0,0,1.0,1,0,West Campus,Condominium,Private room,2,1.0,1.0,1.0,Airbed,17,65.0,0,0.0,1,1,5,5,5,222,1,0,flexible
4758,2015.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,19,60.0,1,0.0,1,1,3,26,33,87,14,0,flexible
4759,2015.0,0,2.0,1,1,University of Texas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,15,50.0,0,0.0,2,1,15,19,27,27,2,0,strict
4760,2014.0,0,1.0,1,1,University of Texas,House,Private room,1,1.0,1.0,1.0,Real Bed,10,95.0,1,0.0,1,1,0,0,0,227,1,0,flexible
4761,2015.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,13,60.0,1,0.0,1,1,1,14,24,241,8,0,moderate
4762,2012.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,13,135.0,1,30.0,1,1,0,0,0,264,2,0,moderate
4763,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,19,499.0,1,0.0,1,1,0,0,0,219,1,0,flexible
4764,2015.0,0,1.0,1,0,Hancock,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,20,150.0,1,0.0,1,1,0,0,0,216,1,0,moderate
4765,2014.0,0,1.0,1,0,Hancock,House,Entire home/apt,8,2.0,4.0,5.0,Real Bed,16,1000.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4766,2015.0,0,2.0,1,0,West Campus,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,18,200.0,1,0.0,1,1,0,0,0,0,0,0,flexible
4767,2015.0,0,1.0,1,0,West Campus,House,Private room,3,1.0,1.0,1.0,Real Bed,13,100.0,1,0.0,1,1,0,0,0,224,2,0,flexible
4769,2015.0,0,1.0,1,1,Hancock,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,11,95.0,1,0.0,3,1,0,0,0,40,0,0,flexible
4770,2014.0,0,4.0,1,0,West Campus,House,Private room,1,1.0,1.0,1.0,Real Bed,9,48.0,1,0.0,2,1,1,31,61,336,0,0,strict
4771,2015.0,0,1.0,1,0,Hancock,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,8,550.0,1,0.0,1,1,0,0,0,210,0,0,flexible
4772,2013.0,0,6.0,1,1,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,21,70.0,1,25.0,1,1,10,33,63,326,25,0,strict
4773,2013.0,0,1.0,1,1,Hancock,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,10,229.0,1,0.0,3,1,0,0,0,230,0,0,strict
4776,2013.0,0,2.0,1,1,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,99.0,1,0.0,1,1,8,8,8,172,14,1,moderate
4777,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,4,1.0,1.0,1.0,Airbed,14,110.0,1,65.0,1,1,24,24,24,45,0,0,flexible
4778,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,5,1.0,1.0,1.0,Real Bed,19,30.0,1,0.0,1,1,0,0,0,70,0,0,flexible
4779,2015.0,0,1.0,1,0,West Campus,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,14,200.0,1,0.0,1,1,0,0,0,26,0,0,flexible
4782,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,19,150.0,1,100.0,1,1,30,60,90,365,0,0,flexible
4783,2015.0,0,1.0,1,1,University of Texas,House,Private room,2,1.0,1.0,1.0,Real Bed,22,80.0,2,0.0,1,1,17,35,65,305,9,0,moderate
4785,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,17,25.0,1,0.0,1,1,0,0,0,152,1,0,flexible
4786,2010.0,0,1.0,1,1,West Campus,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,11,35.0,1,0.0,1,1,0,0,0,150,1,0,moderate
4787,2014.0,0,2.0,1,1,West Campus,House,Private room,1,3.0,1.0,1.0,Real Bed,9,22.0,1,35.0,1,1,28,58,88,363,2,0,strict
4788,2015.0,0,1.0,1,0,West Campus,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,14,100.0,1,0.0,1,1,2,8,8,23,5,1,flexible
4790,2013.0,0,6.0,1,1,West Campus,Apartment,Entire home/apt,10,2.0,2.0,4.0,Real Bed,26,195.0,4,50.0,1,1,11,41,71,332,43,0,strict
4791,2010.0,0,1.0,1,1,West Campus,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,20,200.0,1,0.0,2,1,29,30,58,328,0,0,flexible
4792,2015.0,0,2.0,1,0,West Campus,Apartment,Entire home/apt,6,3.0,4.0,4.0,Real Bed,22,700.0,1,0.0,1,1,0,0,0,0,0,1,flexible
4793,2012.0,0,1.0,1,1,West Campus,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,14,79.0,1,0.0,1,1,7,7,7,21,2,0,flexible
4794,2014.0,0,1.0,1,0,West Campus,House,Shared room,2,1.0,1.0,1.0,Real Bed,17,120.0,1,0.0,1,1,0,0,0,130,1,0,flexible
4795,2013.0,1,1.0,1,0,Rosedale,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,10,79.0,2,20.0,1,1,0,0,0,216,13,0,moderate
4796,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,3,2.0,2.0,2.0,Real Bed,11,200.0,1,0.0,1,1,0,0,0,213,0,0,flexible
4797,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,89.0,1,0.0,1,1,26,56,86,361,7,0,flexible
4798,2014.0,0,14.0,1,1,West Campus,Apartment,Entire home/apt,8,2.0,4.0,5.0,Real Bed,17,236.0,1,0.0,2,1,0,0,0,0,2,0,strict
4799,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,3,2.0,2.0,3.0,Real Bed,9,400.0,1,100.0,1,1,0,0,0,217,0,0,flexible
4800,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,16,250.0,1,0.0,2,1,0,0,0,13,0,0,flexible
4801,2014.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,10,275.0,1,0.0,3,1,0,0,0,214,0,0,flexible
4802,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,16,150.0,1,0.0,1,1,0,0,0,75,0,0,flexible
4803,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,17,375.0,1,0.0,1,1,0,0,0,231,0,0,flexible
4805,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,13,350.0,1,0.0,1,1,0,0,0,218,0,0,flexible
4807,2013.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,12,135.0,2,30.0,2,1,28,58,88,363,9,0,moderate
4808,2014.0,0,2.0,1,1,University of Texas,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,10,300.0,2,20.0,8,1,0,0,0,8,0,0,strict
4809,2015.0,0,1.0,1,0,University of Texas,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,300.0,1,0.0,3,1,0,0,0,222,0,0,flexible
4810,2015.0,0,1.0,1,1,University of Texas,House,Private room,2,1.0,1.0,1.0,Real Bed,14,59.0,1,0.0,2,1,9,9,10,10,6,0,flexible
4812,2013.0,0,339.0,1,1,West Campus,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,13,200.0,1,0.0,2,1,11,41,67,335,2,0,strict
4813,2015.0,0,1.0,1,0,West Campus,Apartment,Private room,4,0.5,1.0,1.0,Real Bed,18,82.0,1,0.0,1,1,0,0,0,137,0,0,flexible
4814,2015.0,0,2.0,1,1,West Campus,Apartment,Private room,3,1.0,1.0,1.0,Futon,18,150.0,1,0.0,1,1,0,0,0,214,1,0,flexible
4815,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,12,4.0,5.0,5.0,Real Bed,19,799.0,1,0.0,3,1,0,0,0,219,0,0,moderate
4816,2014.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,13,300.0,1,0.0,1,1,0,0,0,222,0,0,flexible
4817,2014.0,0,1.0,1,0,University of Texas,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,14,500.0,1,0.0,1,1,0,0,0,265,0,0,flexible
4819,2013.0,0,2.0,1,1,University of Texas,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,12,99.0,2,25.0,2,1,5,24,44,284,103,0,flexible
4820,2015.0,0,1.0,1,1,University of Texas,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,15,125.0,2,50.0,2,1,22,52,79,346,8,1,strict
4821,2012.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,100.0,1,0.0,2,1,16,36,63,333,7,0,moderate
4822,2012.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,95.0,2,30.0,1,1,19,49,79,79,36,0,strict
4823,2014.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,17,110.0,0,0.0,1,1,0,11,41,316,23,0,flexible
4824,2015.0,0,3.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,6,80.0,1,0.0,2,1,0,0,0,5,0,0,moderate
4825,2015.0,0,1.0,1,1,West Campus,Condominium,Entire home/apt,6,2.5,3.0,3.0,Real Bed,19,400.0,1,0.0,1,1,24,54,84,359,0,0,flexible
4826,2015.0,0,1.0,1,0,West Campus,House,Private room,2,3.0,1.0,1.0,Real Bed,19,250.0,1,0.0,1,1,0,0,0,230,0,0,flexible
4827,2014.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,15,115.0,1,0.0,2,1,6,35,60,150,16,0,strict
4828,2011.0,0,3.0,1,1,University of Texas,Condominium,Entire home/apt,2,1.0,1.0,2.0,Real Bed,18,90.0,1,15.0,3,1,17,47,77,336,71,0,moderate
4829,2013.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,225.0,1,0.0,1,1,0,0,0,235,1,0,flexible
4830,2015.0,0,3.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,100.0,1,0.0,3,1,1,1,1,20,0,0,moderate
4831,2014.0,1,1.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,18,85.0,2,0.0,1,1,12,31,61,81,70,0,flexible
4832,2014.0,1,1.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,13,70.0,1,0.0,1,1,24,52,79,79,47,0,moderate
4833,2015.0,0,1.0,1,0,University of Texas,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,18,300.0,1,0.0,1,1,0,0,0,11,0,0,flexible
4834,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,20,65.0,3,20.0,1,1,16,46,49,266,4,0,moderate
4835,2014.0,0,1.0,1,1,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,300.0,1,0.0,1,1,0,12,42,317,0,0,flexible
4836,2014.0,0,4.0,1,0,West Campus,House,Private room,1,1.0,1.0,1.0,Real Bed,8,45.0,1,0.0,2,1,0,20,50,325,18,0,strict
4837,2015.0,0,1.0,1,0,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,10,80.0,1,0.0,2,1,28,58,88,363,0,0,strict
4838,2014.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,8,2.0,3.0,3.0,Real Bed,16,300.0,1,0.0,1,1,0,0,0,230,0,0,flexible
4840,2015.0,0,1.0,1,0,West Campus,House,Private room,2,1.0,1.0,1.0,Real Bed,13,80.0,1,0.0,7,1,0,0,0,216,0,0,strict
4841,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,3,1.0,1.0,1.0,Airbed,16,75.0,1,0.0,4,1,0,0,0,211,0,1,flexible
4842,2014.0,0,1.0,1,1,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22,300.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4843,2013.0,0,2.0,1,0,University of Texas,House,Private room,4,1.0,1.0,2.0,Real Bed,17,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4844,2015.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,10,89.0,2,25.0,1,1,13,19,35,118,1,0,moderate
4845,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,19,110.0,1,0.0,1,1,30,60,90,365,3,0,flexible
4846,2013.0,0,1.0,1,0,University of Texas,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,14,200.0,1,0.0,1,1,0,0,0,225,0,0,flexible
4847,2015.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,250.0,1,0.0,4,1,0,0,0,225,0,0,flexible
4848,2014.0,0,1.0,1,0,University of Texas,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,200.0,1,0.0,1,1,0,0,0,210,0,0,strict
4851,2015.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,5,1.0,2.0,1.0,Real Bed,18,250.0,1,0.0,1,1,29,59,89,364,2,0,flexible
4852,2015.0,0,2.0,1,1,University of Texas,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,155.0,2,25.0,1,1,16,37,67,157,4,0,moderate
4853,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,16,80.0,1,15.0,1,1,0,0,0,167,11,1,strict
4854,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,2,1.0,0.0,1.0,Airbed,15,87.0,2,25.0,1,1,6,28,44,100,5,0,strict
4856,2014.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,69.0,4,30.0,3,1,8,27,27,49,1,1,moderate
4857,2015.0,0,1.0,1,0,West Campus,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,12,40.0,1,0.0,1,1,0,0,0,135,0,0,flexible
4858,2015.0,0,1.0,1,1,West Campus,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,12,90.0,1,10.0,1,1,0,0,0,17,0,0,flexible
4859,2014.0,0,1.0,1,1,University of Texas,House,Private room,2,1.0,1.0,1.0,Real Bed,15,125.0,1,0.0,1,1,0,0,0,230,0,0,moderate
4860,2015.0,0,1.0,1,0,University of Texas,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,12,75.0,1,0.0,3,1,0,0,0,136,0,0,flexible
4861,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,44.0,1,0.0,14,1,0,0,0,81,1,0,moderate
4863,2015.0,0,1.0,1,1,West Campus,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,15,40.0,1,0.0,1,1,0,6,36,152,0,0,flexible
4864,2014.0,0,1.0,1,1,University of Texas,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,21,350.0,4,50.0,1,1,29,59,89,364,1,0,flexible
4865,2012.0,0,2.0,1,1,University of Texas,Loft,Private room,4,1.0,1.0,2.0,Real Bed,14,175.0,1,0.0,3,1,30,60,90,365,0,0,flexible
4866,2014.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,18,110.0,4,25.0,1,1,21,51,81,356,20,0,moderate
4867,2012.0,1,2.0,1,1,University of Texas,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,13,225.0,1,0.0,2,1,22,42,72,252,21,0,strict
4868,2014.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,11,275.0,1,0.0,1,1,0,0,0,245,0,0,flexible
4869,2015.0,0,3.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,100.0,1,0.0,1,1,0,0,0,28,1,0,flexible
4870,2013.0,0,1.0,1,0,University of Texas,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,300.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4873,2013.0,0,1.0,1,1,Upper Boggy Creek,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,11,119.0,3,15.0,2,1,28,39,39,311,32,0,moderate
4874,2012.0,0,3.0,1,1,University of Texas,House,Private room,2,1.0,1.0,1.0,Real Bed,20,79.0,1,29.0,2,1,23,35,35,35,3,0,strict
4875,2011.0,1,2.0,1,1,University of Texas,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,12,129.0,1,0.0,2,1,11,40,67,342,70,0,strict
4877,2012.0,0,1.0,1,1,West Campus,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,9,350.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4878,2014.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,12,300.0,1,0.0,1,1,30,60,90,365,0,0,flexible
4880,2014.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,175.0,1,15.0,1,1,19,49,79,79,1,0,flexible
4881,2014.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,19,350.0,1,0.0,1,1,30,60,90,365,1,0,flexible
4882,2014.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,28,58,88,131,0,0,strict
4883,2013.0,0,1.0,1,0,University of Texas,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,15,79.0,0,0.0,2,1,30,60,64,335,6,0,moderate
4885,2015.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,180.0,1,0.0,3,1,0,0,0,237,1,0,moderate
4886,2015.0,0,1.0,1,1,West Campus,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,200.0,1,75.0,1,1,3,3,3,25,0,0,flexible
4887,2012.0,0,1.0,1,1,University of Texas,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,300.0,1,0.0,2,1,29,59,89,364,1,0,strict
4888,2015.0,0,1.0,1,0,West Campus,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,13,400.0,1,0.0,1,1,0,0,0,250,0,0,flexible
4889,2013.0,0,1.0,1,1,West Campus,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18,49.0,1,0.0,1,1,5,5,5,17,7,0,flexible
