,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
246,2012.0,0,1.0,1,1,Hancock,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,200.0,1,0.0,2,1,0,0,0,251,0,0,flexible
247,2012.0,1,1.0,1,1,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,11,95.0,2,5.0,1,1,1,9,9,163,38,0,strict
248,2011.0,1,1.0,1,1,Hyde Park,Loft,Entire home/apt,3,1.0,0.0,1.0,Real Bed,12,89.0,2,18.0,3,1,16,38,68,158,57,0,moderate
250,2013.0,1,1.0,1,0,Hyde Park,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,12,175.0,3,0.0,2,1,11,41,71,314,61,0,moderate
251,2012.0,1,1.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,8,101.0,2,10.0,3,1,10,40,70,338,76,1,flexible
252,2015.0,0,1.0,1,1,North Loop,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,16,300.0,1,0.0,1,1,0,0,0,7,0,0,flexible
253,2012.0,0,1.0,1,1,North Loop,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,13,165.0,1,0.0,2,1,0,3,33,308,3,0,strict
254,2013.0,1,2.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,15,130.0,1,0.0,3,1,17,42,42,262,16,0,moderate
255,2013.0,1,2.0,1,1,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,13,125.0,4,25.0,2,1,0,22,25,275,0,0,moderate
256,2013.0,0,1.0,1,1,Hancock,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,200.0,5,25.0,1,1,30,60,90,365,1,0,moderate
257,2013.0,1,1.0,1,1,Hyde Park,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,13,83.0,1,0.0,1,1,12,29,57,328,61,0,moderate
258,2014.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,14,65.0,1,0.0,1,1,0,0,0,116,6,0,flexible
260,2011.0,1,1.0,1,0,Hyde Park,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,17,119.0,2,10.0,2,1,21,51,81,349,181,0,moderate
261,2010.0,0,1.0,1,1,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,300.0,1,0.0,2,1,27,57,87,362,0,0,flexible
262,2015.0,0,1.0,1,0,North Loop,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,7,280.0,8,15.0,2,1,30,56,86,361,2,0,flexible
263,2014.0,0,1.0,1,1,North Loop,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,12,250.0,2,15.0,4,1,0,0,7,282,0,0,strict
264,2014.0,0,1.0,1,0,North Loop,House,Entire home/apt,10,2.5,4.0,6.0,Real Bed,10,800.0,1,0.0,1,1,30,60,90,365,0,0,flexible
265,2015.0,0,2.0,1,1,Hyde Park,Bungalow,Entire home/apt,2,1.0,0.0,2.0,Real Bed,14,125.0,1,0.0,2,1,0,0,0,241,6,0,flexible
267,2014.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,16,161.0,0,0.0,2,1,13,32,62,337,2,0,moderate
268,2015.0,0,2.0,1,1,Hyde Park,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,14,175.0,0,0.0,1,1,0,0,0,218,2,0,moderate
269,2012.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,12,85.0,3,10.0,4,1,0,0,0,219,18,0,strict
270,2015.0,0,1.0,1,0,Hyde Park,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,11,150.0,1,0.0,3,1,12,12,12,93,0,0,flexible
271,2014.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,16,599.0,6,50.0,3,1,0,19,49,324,1,0,moderate
272,2014.0,0,1.0,1,1,Hancock,House,Entire home/apt,8,3.0,3.0,4.0,Real Bed,19,1500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
273,2014.0,0,1.0,1,0,North Loop,House,Entire home/apt,10,4.0,6.0,6.0,Real Bed,8,750.0,1,0.0,7,1,30,60,90,365,0,0,moderate
274,2013.0,1,2.0,1,1,Hyde Park,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,16,450.0,1,0.0,3,1,28,58,88,358,1,0,strict
275,2014.0,0,1.0,1,0,Hyde Park,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,15,500.0,1,0.0,1,1,0,0,0,214,0,0,flexible
276,2014.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,9,125.0,1,0.0,1,1,0,0,0,217,1,0,flexible
277,2015.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,7,125.0,1,0.0,2,1,27,57,87,362,0,0,flexible
278,2011.0,0,3.0,1,1,Hyde Park,House,Entire home/apt,12,3.0,4.0,7.0,Real Bed,16,325.0,7,25.0,4,1,0,0,0,196,1,0,flexible
279,2013.0,0,1.0,1,0,Hyde Park,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,156.0,1,0.0,2,1,30,60,90,365,1,0,strict
280,2013.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,9,270.0,5,50.0,3,1,0,0,0,253,0,0,moderate
281,2013.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,13,100.0,1,0.0,2,1,7,23,23,256,11,0,moderate
282,2015.0,0,1.0,1,0,North Loop,Apartment,Private room,6,1.0,1.0,2.0,Real Bed,13,300.0,1,0.0,2,1,0,0,0,24,0,0,flexible
283,2013.0,0,1.0,1,1,Hyde Park,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,11,75.0,2,10.0,1,1,9,9,9,247,18,0,moderate
284,2014.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,11,249.0,4,50.0,1,1,29,59,89,364,1,0,flexible
285,2014.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,8,1.0,2.0,3.0,Real Bed,15,775.0,1,0.0,1,1,30,60,90,365,0,0,flexible
286,2013.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,14,220.0,1,0.0,6,1,0,0,0,0,0,0,moderate
288,2012.0,0,1.0,1,0,Hyde Park,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,19,1200.0,6,150.0,1,1,30,60,90,365,0,0,moderate
289,2011.0,1,7.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,119.0,4,20.0,3,1,21,44,74,349,30,0,super_strict_30
290,2013.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,10,70.0,1,25.0,7,1,0,21,51,267,0,0,flexible
291,2013.0,0,1.0,1,1,Highland,House,Private room,2,1.0,1.0,1.0,Real Bed,14,60.0,2,20.0,1,1,28,58,88,363,1,0,flexible
293,2015.0,0,2.0,1,1,Hyde Park,Apartment,Shared room,1,1.0,1.0,1.0,Futon,13,55.0,1,0.0,1,1,29,59,89,364,0,0,flexible
294,2012.0,1,1.0,1,0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,15,59.0,1,0.0,1,1,0,16,46,136,53,0,flexible
295,2015.0,0,1.0,1,1,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,10,34.0,1,6.0,1,1,8,27,27,27,0,0,moderate
296,2013.0,0,1.0,1,0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,13,200.0,1,0.0,2,1,29,59,89,364,0,0,flexible
297,2015.0,0,1.0,1,0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,12,65.0,1,0.0,1,1,0,0,0,231,6,0,strict
298,2012.0,1,2.0,1,1,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,14,60.0,1,15.0,1,1,18,45,75,75,94,0,moderate
299,2015.0,0,1.0,1,0,Hyde Park,Apartment,Shared room,2,1.0,1.0,1.0,Futon,20,75.0,1,0.0,1,1,30,60,90,365,2,0,flexible
300,2011.0,1,7.0,1,1,Hyde Park,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,159.0,4,0.0,3,1,21,46,76,351,11,0,super_strict_30
301,2013.0,0,1.0,1,1,Hancock,House,Private room,4,2.0,1.0,2.0,Real Bed,11,500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
303,2015.0,0,1.0,1,1,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,8,50.0,1,10.0,1,1,28,58,88,363,8,0,flexible
304,2011.0,1,2.0,1,1,Hyde Park,House,Private room,2,2.0,1.0,3.0,Real Bed,16,120.0,1,18.0,1,1,0,20,50,325,28,0,strict
305,2011.0,1,7.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,159.0,4,0.0,3,1,0,0,26,301,15,0,super_strict_30
306,2014.0,1,4.0,1,1,Hancock,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,17,113.0,1,0.0,2,1,12,42,72,347,7,0,strict
308,2013.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,10,69.0,1,0.0,1,1,0,0,0,146,7,1,strict
312,2015.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,14,200.0,1,0.0,1,1,0,0,0,236,1,0,flexible
313,2011.0,1,7.0,1,1,Hyde Park,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,108.0,2,0.0,3,1,11,41,71,346,13,0,super_strict_30
314,2014.0,0,1.0,1,0,Hyde Park,House,Private room,2,1.0,1.0,1.0,Real Bed,1,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
315,2013.0,1,32.0,1,1,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,17,50.0,1,7.0,27,1,0,22,52,327,0,0,strict
316,2015.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,16,103.0,1,0.0,1,1,8,8,8,13,4,0,flexible
317,2015.0,0,1.0,1,1,Hyde Park,House,Private room,2,2.0,1.0,1.0,Real Bed,19,90.0,1,0.0,1,1,25,55,85,360,3,0,flexible
319,2015.0,0,1.0,1,1,Hancock,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,15,365.0,1,0.0,2,1,12,42,72,327,5,0,strict
320,2013.0,0,339.0,1,1,Hancock,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,12,199.0,1,0.0,2,1,24,54,84,359,3,0,strict
321,2014.0,0,1.0,1,0,North Loop,House,Private room,3,1.0,1.0,2.0,Real Bed,15,75.0,1,0.0,1,1,29,59,89,364,0,0,moderate
324,2015.0,0,1.0,1,0,Hyde Park,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,200.0,2,50.0,3,1,0,0,0,235,0,0,strict
325,2012.0,1,2.0,1,1,Hyde Park,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,18,225.0,4,25.0,2,1,0,0,30,300,8,0,strict
326,2015.0,0,301.0,1,1,Hyde Park,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,16,599.0,1,0.0,2,1,16,30,60,335,1,0,strict
327,2015.0,0,1.0,1,1,North Loop,House,Entire home/apt,10,3.0,4.0,6.0,Real Bed,21,450.0,10,50.0,2,1,14,22,27,302,0,0,flexible
329,2013.0,0,2.0,1,1,North Loop,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,17,449.0,8,30.0,2,1,29,59,89,360,2,0,strict
330,2014.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,16,109.0,1,0.0,3,1,0,0,0,7,4,0,strict
332,2015.0,0,1.0,1,1,Brentwood,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,17,110.0,1,15.0,1,1,0,0,0,0,1,0,flexible
334,2013.0,0,1.0,1,1,Hancock,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,125.0,1,0.0,2,1,0,3,33,308,2,0,moderate
335,2014.0,1,1.0,1,1,Hancock,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,18,269.0,1,0.0,2,1,3,3,27,264,15,0,strict
336,2013.0,0,1.0,1,0,North Loop,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,12,500.0,1,0.0,3,1,30,60,90,365,0,0,strict
337,2015.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,350.0,1,0.0,1,1,0,0,0,0,0,0,strict
338,2011.0,1,7.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,14,139.0,4,25.0,3,1,24,47,77,352,20,0,super_strict_30
339,2013.0,0,2.0,1,0,Brentwood,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,1,30.0,1,0.0,1,1,28,58,88,363,23,0,flexible
340,2012.0,1,2.0,1,1,North Loop,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,13,299.0,4,50.0,1,1,0,0,0,58,0,0,moderate
341,2014.0,0,1.0,1,0,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,11,750.0,2,100.0,3,1,30,60,90,365,0,0,flexible
342,2011.0,1,2.0,1,1,Hyde Park,House,Private room,4,2.0,1.0,3.0,Real Bed,16,52.0,1,18.0,1,1,0,19,49,324,6,0,strict
343,2010.0,1,2.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,12,45.0,1,10.0,1,1,19,49,72,345,26,0,strict
345,2014.0,0,14.0,1,1,North Loop,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,15,448.0,1,0.0,2,1,26,56,86,361,3,0,strict
346,2014.0,0,1.0,1,1,North Loop,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,21,55.0,1,0.0,1,1,1,1,1,1,0,1,flexible
347,2012.0,0,1.0,1,1,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,12,30.0,1,0.0,1,1,12,33,63,338,35,0,flexible
348,2011.0,1,7.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,119.0,4,20.0,3,1,24,54,84,348,14,0,super_strict_30
349,2014.0,0,1.0,1,1,North Loop,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,18,349.0,1,0.0,2,1,0,0,0,253,0,0,moderate
350,2011.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,10,500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
351,2015.0,0,1.0,1,0,North Loop,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,12,375.0,6,25.0,4,1,0,0,0,223,0,0,strict
352,2012.0,0,1.0,1,1,Hancock,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,9,52.0,1,0.0,45,1,15,45,49,264,5,0,flexible
353,2011.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,100.0,1,0.0,1,1,14,44,74,349,3,0,moderate
354,2015.0,0,1.0,1,0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,8,75.0,1,0.0,1,1,0,0,0,221,1,0,flexible
355,2012.0,1,2.0,1,1,Hyde Park,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,20,400.0,4,50.0,3,1,30,60,90,365,14,0,strict
356,2014.0,0,1.0,1,1,North Loop,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,400.0,1,0.0,1,1,30,60,90,365,0,0,flexible
357,2014.0,0,1.0,1,1,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,15,45.0,1,0.0,6,1,0,0,0,56,0,0,flexible
358,2012.0,0,1.0,1,1,Hyde Park,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,12,90.0,1,0.0,1,1,0,0,0,215,1,0,flexible
359,2013.0,0,1.0,1,1,North Loop,House,Entire home/apt,6,3.5,3.0,3.0,Real Bed,13,390.0,1,0.0,2,1,8,16,46,321,0,0,strict
361,2014.0,1,1.0,1,1,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,15,79.0,2,20.0,2,1,2,2,2,2,16,1,moderate
362,2013.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,14,415.0,4,25.0,3,1,0,0,0,0,0,0,flexible
363,2013.0,0,1.0,1,1,Hancock,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,17,120.0,2,0.0,2,1,20,50,80,355,25,0,moderate
364,2015.0,0,2.0,1,0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,11,120.0,1,0.0,1,1,0,0,0,15,0,0,flexible
365,2012.0,0,1.0,1,1,Hancock,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,13,53.0,3,20.0,1,1,0,0,0,70,5,0,flexible
366,2013.0,0,1.0,1,1,North Loop,House,Private room,1,1.0,1.0,1.0,Real Bed,11,50.0,1,0.0,1,1,0,0,0,252,4,0,moderate
368,2012.0,0,1.0,1,0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,14,125.0,1,0.0,1,1,30,60,90,365,0,0,flexible
369,2014.0,0,2.0,1,1,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,11,72.0,1,15.0,1,1,29,59,89,364,3,1,flexible
370,2014.0,0,1.0,1,0,Hancock,House,Entire home/apt,5,1.0,2.0,1.0,Real Bed,16,399.0,1,0.0,1,1,30,60,90,365,0,0,moderate
371,2014.0,1,1.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,12,120.0,2,25.0,2,1,16,39,69,335,47,0,strict
372,2011.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,14,350.0,6,0.0,3,1,30,60,90,365,4,0,strict
373,2015.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,9,105.0,2,45.0,2,1,26,56,86,361,19,0,strict
374,2015.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,21,115.0,2,0.0,2,1,14,42,45,92,2,0,moderate
375,2012.0,1,1.0,1,0,Hancock,Cabin,Private room,2,1.0,1.0,1.0,Real Bed,12,100.0,1,0.0,1,1,24,41,71,337,68,0,flexible
376,2012.0,0,1.0,1,0,North Loop,House,Entire home/apt,6,3.0,4.0,4.0,Real Bed,11,1500.0,1,0.0,4,1,30,60,90,365,0,1,strict
377,2015.0,0,1.0,1,0,Hyde Park,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,8,80.0,1,0.0,1,1,0,0,0,214,2,1,flexible
378,2015.0,0,1.0,1,1,Hyde Park,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,16,40.0,1,0.0,1,1,0,0,0,167,0,0,flexible
379,2015.0,0,2.0,1,1,Hyde Park,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,17,250.0,1,0.0,2,1,21,41,71,161,0,0,flexible
380,2014.0,0,14.0,1,1,Hyde Park,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,17,295.0,1,0.0,2,1,13,22,35,294,1,0,strict
381,2015.0,0,1.0,1,0,North Loop,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,8,425.0,1,0.0,1,1,0,0,0,236,0,0,flexible
382,2013.0,0,1.0,1,1,Hancock,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,13,250.0,2,27.0,2,1,29,59,89,364,3,0,moderate
383,2015.0,0,1.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,15,60.0,1,0.0,1,1,24,43,73,348,3,0,moderate
384,2013.0,1,1.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,11,75.0,1,0.0,2,1,16,27,55,319,16,0,flexible
385,2013.0,1,32.0,1,1,North Loop,House,Private room,2,1.0,1.0,2.0,Real Bed,11,30.0,1,5.0,27,1,30,60,90,365,0,0,strict
386,2015.0,0,1.0,1,1,Hancock,House,Entire home/apt,2,1.0,0.0,1.0,Futon,11,85.0,2,75.0,1,1,12,38,68,343,21,0,strict
388,2011.0,0,1.0,1,1,Brentwood,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,12,40.0,1,0.0,1,1,0,0,12,12,3,0,strict
389,2014.0,0,1.0,1,0,Hyde Park,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,350.0,4,0.0,3,1,30,60,90,365,0,0,strict
390,2014.0,0,1.0,1,0,Hyde Park,House,Private room,4,1.0,1.0,2.0,Real Bed,12,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
391,2011.0,1,1.0,1,1,North Loop,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,7,135.0,2,25.0,2,1,26,56,86,361,24,0,strict
392,2014.0,0,1.0,1,1,Hyde Park,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,108.0,2,0.0,1,1,13,43,73,348,39,0,flexible
393,2013.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,350.0,1,0.0,1,1,30,60,90,365,0,0,flexible
394,2015.0,0,1.0,1,0,Hancock,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,200.0,1,0.0,1,1,0,0,0,223,1,0,flexible
395,2015.0,0,1.0,1,0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,14,50.0,1,0.0,1,1,26,56,86,361,0,0,flexible
396,2011.0,1,1.0,1,1,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,179.0,4,30.0,2,1,2,29,59,322,66,0,strict
397,2015.0,0,1.0,1,0,Hancock,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,375.0,1,0.0,3,1,0,0,0,259,0,0,moderate
398,2012.0,0,1.0,1,0,Hancock,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,10,300.0,1,0.0,3,1,30,60,90,365,2,0,moderate
399,2013.0,1,1.0,1,0,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,9,126.0,1,0.0,2,1,17,36,57,308,9,0,strict
400,2014.0,0,1.0,1,1,Hyde Park,House,Private room,2,3.5,1.0,1.0,Real Bed,13,75.0,1,25.0,2,1,9,15,40,40,10,0,moderate
401,2012.0,0,1.0,1,0,North Loop,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,225.0,2,50.0,1,1,30,60,90,365,0,0,moderate
402,2010.0,0,1.0,1,1,Hancock,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,19,156.0,3,50.0,4,1,30,60,90,365,1,0,flexible
403,2013.0,0,2.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,13,80.0,1,0.0,2,1,0,0,0,227,11,0,flexible
404,2012.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,14,100.0,2,10.0,1,1,0,0,0,233,2,0,moderate
405,2012.0,0,1.0,1,1,North Loop,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,12,99.0,1,0.0,1,1,18,44,74,338,1,0,moderate
406,2014.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Airbed,8,125.0,1,0.0,2,1,30,60,90,365,0,0,strict
407,2012.0,0,1.0,1,0,Hyde Park,Apartment,Shared room,1,1.0,1.0,1.0,Couch,5,95.0,1,0.0,1,1,30,60,90,365,0,0,flexible
408,2010.0,1,2.0,1,1,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,9,40.0,1,0.0,1,1,17,47,49,265,0,0,flexible
409,2015.0,0,1.0,1,1,North Loop,House,Entire home/apt,3,1.0,1.0,3.0,Real Bed,14,75.0,1,0.0,2,1,10,40,70,70,18,1,strict
411,2015.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,61.0,1,0.0,1,1,0,4,4,175,8,0,moderate
413,2013.0,1,32.0,1,1,North Loop,House,Private room,2,1.0,1.0,2.0,Real Bed,10,40.0,1,7.0,27,1,30,60,90,365,0,0,moderate
414,2013.0,1,32.0,1,1,North Loop,House,Private room,2,1.0,1.0,2.0,Real Bed,12,42.0,1,5.0,27,1,30,60,90,365,0,0,strict
415,2011.0,0,2.0,1,1,North Loop,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,85.0,1,0.0,2,1,0,25,30,303,0,0,flexible
416,2013.0,0,1.0,1,0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,200.0,1,0.0,1,1,0,0,0,222,0,0,flexible
417,2014.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,7,99.0,1,0.0,2,1,0,0,0,148,0,0,flexible
418,2014.0,0,1.0,1,0,Rosedale,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,17,300.0,1,0.0,1,1,30,60,90,365,1,0,flexible
419,2014.0,0,1.0,1,1,Hyde Park,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,15,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
420,2012.0,1,1.0,1,1,North Loop,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,107.0,2,15.0,1,1,21,51,79,164,32,0,moderate
421,2015.0,0,1.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,20,79.0,2,29.0,1,1,25,52,82,299,11,1,moderate
422,2015.0,1,1.0,1,0,Hyde Park,House,Entire home/apt,9,1.0,3.0,4.0,Real Bed,14,155.0,4,10.0,1,1,27,57,87,348,14,0,strict
423,2012.0,0,1.0,1,0,Hyde Park,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,10,45.0,1,0.0,6,1,24,54,84,359,3,0,moderate
424,2014.0,0,1.0,1,0,Hyde Park,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,12,180.0,1,0.0,1,1,30,60,90,365,0,0,flexible
425,2015.0,0,1.0,1,1,North Loop,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20,119.0,1,0.0,1,1,29,59,89,364,3,1,flexible
426,2011.0,1,7.0,1,1,Hyde Park,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,119.0,4,20.0,3,1,24,54,84,359,13,0,super_strict_30
427,2013.0,0,1.0,1,1,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,8,200.0,1,0.0,1,1,0,0,0,230,0,0,flexible
428,2014.0,0,1.0,1,1,Hancock,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,16,217.0,4,15.0,1,1,29,59,89,364,5,0,moderate
429,2015.0,0,2.0,1,0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,10,70.0,1,0.0,2,1,30,60,90,365,0,0,flexible
430,2013.0,0,1.0,1,1,Hancock,House,Private room,2,2.0,1.0,2.0,Real Bed,16,144.0,2,50.0,2,1,0,5,35,310,1,0,strict
